Location,Primary_Culture,All_Cultures,Primary_Religion,All_Religions,Pop_Types
xiakou,laoxiang_culture,laoxiang_culture,sanjiao,sanjiao,peasants;clergy
xian_quzhou,quzhou_culture,quzhou_culture,sanjiao,sanjiao,peasants;clergy
xiangcheng,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
xiangcheng_kaifeng,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
xianghe,yan_culture,yan_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
xiangning,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
xiangru,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
xiangshan,taizhou_wu_culture,taizhou_wu_culture;yue_wu_culture,sanjiao,sanjiao,peasants;clergy
xiangshan_xinhui,cunhua_culture,cunhua_culture;yuehai_culture,sanjiao,sanjiao,peasants;clergy
xiangtan,xinxiang_culture,xinxiang_culture,sanjiao,sanjiao,peasants;clergy
xiangxiang,laoxiang_culture,laoxiang_culture,sanjiao,sanjiao,peasants;clergy
xiangyang,chu_culture,chu_culture,sanjiao,sanjiao,burghers;nobles;peasants;clergy
xiangyi,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
xiangyin,xinxiang_culture,xinxiang_culture,sanjiao,sanjiao,peasants;clergy
xiangyuan,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
xianju,taizhou_wu_culture,taizhou_wu_culture,sanjiao,sanjiao,peasants;clergy
xiankang,kharchin_culture,kharchin_culture;jurchen_culture,tungusic_shamanism,tungusic_shamanism;tengri,tribesmen;peasants;clergy
xianning,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
xianning_xian,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
xianyang,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
xianyou,xinghua_culture,xinghua_culture,manichaeism,manichaeism;sanjiao,peasants;clergy
xianzhou,liang_culture,liang_culture;hui_muslim_culture;mi_niah_culture,sunni,sunni;mahayana;sanjiao,peasants;clergy
xianzhu,taizhou_wu_culture,taizhou_wu_culture,sanjiao,sanjiao,peasants;clergy
xiaodandang,khampa_culture,khampa_culture;nashi_culture;bai_culture;hui_muslim_culture,bon,bon;mahayana;sunni;tibetan_buddhism;dongba_religion,tribesmen;slaves;peasants;clergy
xiaodong,malao_culture,malao_culture;zhuang_culture,moism,moism;sanjiao,tribesmen;peasants;clergy
xiaogan,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
xiaoshan,yue_wu_culture,yue_wu_culture,sanjiao,sanjiao,peasants;clergy
xiaoxi,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
xiaoxian,huaihai_culture,huaihai_culture,sanjiao,sanjiao,peasants;clergy
xiaoyi,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
xiaozhenan,mongolian_culture,mongolian_culture;zhuang_culture,moism,moism,tribesmen;clergy
xiapi,huaihai_culture,huaihai_culture,sanjiao,sanjiao,peasants;clergy
xiaxian,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
xiayi,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
xibao,yi_culture,yi_culture;mongolian_culture;hmong_culture;zhuang_culture,hmongism,hmongism;moism;bimoism,tribesmen;clergy
xicheng,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
xichong,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
xichuan,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
xichuan_xizhou,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
xie,yi_culture,yi_culture;bai_culture,bimoism,bimoism,tribesmen;clergy
xiexian,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
xigu,amdowa_culture,amdowa_culture;qin_culture;tebbu_culture;mongolian_culture,bon,bon;tibetan_buddhism;sanjiao,tribesmen;peasants;clergy
xihe,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
xihe_huizhou,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
xihua,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
xiliang,liang_culture,liang_culture;mongolian_culture;mi_niah_culture,tibetan_buddhism,tibetan_buddhism;mahayana;sanjiao,peasants;clergy
xilin,yao_china_culture,yao_china_culture;mongolian_culture;zhuang_culture,yao_religion,yao_religion;moism,tribesmen;clergy
xilong,gelao_culture,gelao_culture;mongolian_culture;hmong_culture;zhuang_culture,moism,moism;hmongism;sanjiao;tengri,tribesmen;peasants;clergy
xinan,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
xincai,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
xinchang,yue_wu_culture,yue_wu_culture,sanjiao,sanjiao,peasants;clergy
xinchang_yifeng,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
xincheng,hengzhou_culture,hengzhou_culture,sanjiao,sanjiao,peasants;clergy
xincheng_annan,mongolian_culture,mongolian_culture;hmong_culture;zhuang_culture,hmongism,hmongism;moism,tribesmen;clergy
xincheng_baoding,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
xincheng_jianchang,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
xincheng_jinan,jilu_culture,jilu_culture;jiaodong_culture,sanjiao,sanjiao,peasants;clergy
xincheng_xincheng,yao_china_culture,yao_china_culture;zhuang_culture,yao_religion,yao_religion;moism,tribesmen;clergy
xindi,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
xindu,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
xindu_jizhou,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
xinfeng,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
xinfeng_panyu,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
xingan,yao_china_culture,yao_china_culture,yao_religion,yao_religion,tribesmen;clergy
xingan_linjiang,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
xingguo,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
xinghua,tongtai_culture,tongtai_culture;jianghuai_culture,sanjiao,sanjiao,peasants;clergy
xingning,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
xingshan,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
xingtai,jilu_culture,jilu_culture;jin_culture,sanjiao,sanjiao,peasants;clergy
xingtang,jilu_culture,jilu_culture;mongolian_culture;jin_culture,tibetan_buddhism,tibetan_buddhism;sanjiao,peasants;clergy
xingxian,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
xingyang,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
xingzhong,kharchin_culture,kharchin_culture,tengri,tengri,tribesmen;peasants;clergy
xingzi,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
xinhua,laoxiang_culture,laoxiang_culture,sanjiao,sanjiao,peasants;clergy
xinhua_guizhou,mongolian_culture,mongolian_culture;tujia_culture;chu_culture;hmong_culture,hmongism,hmongism;sanjiao;tengri;nuo_religion,tribesmen;peasants;clergy
xinhui,xinhui_culture,xinhui_culture,sanjiao,sanjiao,peasants;clergy
xinhure,mongolian_culture,mongolian_culture;tumed_culture,tengri,tengri,tribesmen;peasants;clergy
xining,amdowa_culture,amdowa_culture;liang_culture;mongolian_culture;mi_niah_culture,tibetan_buddhism,tibetan_buddhism;mahayana;sanjiao,peasants;clergy
xinjian,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
xinle,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
xinning_chen,yongzhou_culture,yongzhou_culture;gan_culture,sanjiao,sanjiao,peasants;clergy
xinning_dazhou,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
xinning_wugang,laoxiang_culture,laoxiang_culture;yao_china_culture,yao_religion,yao_religion;sanjiao,tribesmen;peasants;clergy
xinping,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
xintai,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
xintian,mongolian_culture,mongolian_culture;hmong_culture;zhuang_culture,hmongism,hmongism;moism,tribesmen;clergy
xinxiang,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
xinxing,yi_culture,yi_culture;bai_culture,bimoism,bimoism,tribesmen;clergy
xinxing_annan,mongolian_culture,mongolian_culture;hmong_culture;zhuang_culture,hmongism,hmongism;moism,tribesmen;clergy
xinxing_nanen,yuehai_culture,yuehai_culture;xinhui_culture,sanjiao,sanjiao,peasants;clergy
xinyang,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
xinye,zhongyuan_culture,zhongyuan_culture;chu_culture,sanjiao,sanjiao,peasants;clergy
xinyi,huaihai_culture,huaihai_culture,sanjiao,sanjiao,peasants;clergy
xinyi_gaozhou,gaozhou_culture,gaozhou_culture,sanjiao,sanjiao,peasants;clergy
xinyu,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
xinzheng,zhongyuan_culture,zhongyuan_culture;hui_muslim_culture,sunni,sunni;sanjiao,burghers;nobles;peasants;clergy
xiping,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
xisa,bai_culture,bai_culture;hmong_culture;zhuang_culture,hmongism,hmongism;moism,tribesmen;clergy
xisha,yi_culture,yi_culture;bai_culture;hmong_culture,hmongism,hmongism;bimoism,tribesmen;clergy
xiuning,tunxi_culture,tunxi_culture,sanjiao,sanjiao,peasants;clergy
xiurong,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
xiushan,mongolian_culture,mongolian_culture;tujia_culture;hmong_culture,hmongism,hmongism;tengri;nuo_religion,tribesmen;peasants;clergy
xiuwu,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
xixi,tongtai_culture,tongtai_culture,sanjiao,sanjiao,peasants;clergy
xixia,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
xixiang,qin_culture,qin_culture;shu_culture,sanjiao,sanjiao,peasants;clergy
xiyan,yao_china_culture,yao_china_culture,yao_religion,yao_religion,tribesmen;clergy
xizhou,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
xuancheng,xuanzhou_culture,xuanzhou_culture,sanjiao,sanjiao,peasants;clergy
xuande,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
xuanhua,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
xuanhua_nanning,guinan_culture,guinan_culture;zhuang_culture,moism,moism;sanjiao,peasants;clergy;tribesmen;nobles;burghers
xuanning,mongolian_culture,mongolian_culture;tumed_culture,tengri,tengri,tribesmen;peasants;clergy
xuanping,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
xucheng,zhongyuan_culture,zhongyuan_culture;jilu_culture,sanjiao,sanjiao,peasants;clergy
xugou,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
xunxian,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
xunyang,chu_culture,chu_culture;shu_culture,sanjiao,sanjiao,peasants;clergy
xupu,xianxi_culture,xianxi_culture;mongolian_culture;yao_china_culture,yao_religion,yao_religion;tibetan_buddhism;sanjiao,tribesmen;peasants;clergy
xuwen,leizhou_culture,leizhou_culture,sanjiao,sanjiao,peasants;clergy
xuyi,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
xuzhou,huaihai_culture,huaihai_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
yanchang,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
yancheng,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
yancheng_kaifeng,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
yanchi,tumed_culture,tumed_culture;mi_niah_culture,mahayana,mahayana;tengri,tribesmen;peasants;clergy
yanchuan,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
yanci,jilu_culture,jilu_culture;jiaodong_culture,sanjiao,sanjiao,peasants;clergy
yandao,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
yande,hlai_culture,hlai_culture;qiong_culture,sanjiao,sanjiao;satsana_phi,tribesmen;peasants;clergy
yangbei,yi_culture,yi_culture;bai_culture,mahayana,mahayana;bimoism,tribesmen;peasants;clergy
yangcheng,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
yangchun,yangjiang_culture,yangjiang_culture,sanjiao,sanjiao,peasants;clergy
yangdi,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
yanggu_yanzhou,zhongyuan_culture,zhongyuan_culture;jilu_culture,sanjiao,sanjiao,peasants;clergy
yangguan,liang_culture,liang_culture,sanjiao,sanjiao,peasants;clergy
yangjiang,yangjiang_culture,yangjiang_culture,sanjiao,sanjiao,peasants;clergy
yangqu,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
yangshan,kejia_culture,kejia_culture;yuehai_culture,sanjiao,sanjiao,peasants;clergy
yangshou,zhuang_culture,zhuang_culture,moism,moism,tribesmen;clergy
yangshuo,yao_china_culture,yao_china_culture;mongolian_culture;zhuang_culture,yao_religion,yao_religion;moism,tribesmen;clergy
yangxin,jilu_culture,jilu_culture;jiaodong_culture,sanjiao,sanjiao,peasants;clergy
yangyuan,qin_culture,qin_culture;shu_culture,sanjiao,sanjiao,peasants;clergy
yangzhou,qin_culture,qin_culture;mongolian_culture;shu_culture,tibetan_buddhism,tibetan_buddhism;sanjiao,peasants;clergy
yangzi,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
yanhe,tujia_culture,tujia_culture,nuo_religion,nuo_religion,tribesmen;peasants;clergy
yanjin,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
yanling,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
yanshan_guangxin,jiangshan_culture,jiangshan_culture;gan_culture,sanjiao,sanjiao,peasants;clergy
yanshen,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
yanshi,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
yanting,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
yaoshan,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
yaozhou,yi_culture,yi_culture;bai_culture,mahayana,mahayana;bimoism,tribesmen;clergy
yexian,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
yexian_laizhou,jiaodong_culture,jiaodong_culture,sanjiao,sanjiao,peasants;clergy
yibin,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
yicheng,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
yicheng_pingyang,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
yichuan,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
yichun,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
yidu,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
yidu_qingzhou,jilu_culture,jilu_culture;jiaodong_culture,sanjiao,sanjiao,peasants;clergy
yifeng,yan_culture,yan_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
yihuang,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
yijin,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
yijun,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
yiliang,yi_culture,yi_culture;bai_culture;hmong_culture,hmongism,hmongism;bimoism,tribesmen;clergy
yiling,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
yilong,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
yilun,danzhou_culture,danzhou_culture;hlai_culture,sanjiao,sanjiao;satsana_phi,tribesmen;peasants;clergy
yimen,yi_culture,yi_culture,bimoism,bimoism,tribesmen;clergy
yingchang,mongolian_culture,mongolian_culture,tengri,tengri,tribesmen;peasants;clergy
yingcheng,chu_culture,chu_culture;jianghuai_culture,sanjiao,sanjiao,peasants;clergy
yingdao,yao_china_culture,yao_china_culture,yao_religion,yao_religion,tribesmen;clergy
yingde,kejia_culture,kejia_culture;yuehai_culture,sanjiao,sanjiao,peasants;clergy
yingli,liang_culture,liang_culture;mongolian_culture;hui_muslim_culture;mi_niah_culture,tibetan_buddhism,tibetan_buddhism;sunni;mahayana;sanjiao,peasants;clergy
yingshan,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
yingshan_luan,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
yingshan_shunqing,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
yingshang,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
yingshui,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
yingzhou,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
yining,kam_culture,kam_culture;mongolian_culture;zhuang_culture;yao_china_culture,yao_religion,yao_religion;moism;tengri;kam_religion,tribesmen;clergy
yinjiang,mongolian_culture,mongolian_culture;tujia_culture;hmong_culture,hmongism,hmongism;tengri;nuo_religion,tribesmen;peasants;clergy
yinshaluo,tai_lu_culture,tai_lu_culture;yi_culture;tai_nua_culture;wa_culture,bimoism,bimoism;satsana_phi;wa_religion,tribesmen;clergy
yinshan,tumed_culture,tumed_culture,tengri,tengri,tribesmen;peasants;clergy
yinxian,yue_wu_culture,yue_wu_culture,sanjiao,sanjiao,peasants;clergy
yique,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
yishan,mulam_culture,mulam_culture;yao_china_culture;mongolian_culture;zhuang_culture,yao_religion,yao_religion;moism;satsana_phi,tribesmen;clergy
yishui,jilu_culture,jilu_culture;jiaodong_culture,sanjiao,sanjiao,peasants;clergy
yiwu,wuzhou_culture,wuzhou_culture,sanjiao,sanjiao,peasants;clergy
yixian,tunxi_culture,tunxi_culture,sanjiao,sanjiao,peasants;clergy
yixian_yizhou,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
yixing,wu_culture,wu_culture,sanjiao,sanjiao,peasants;clergy
yixingzhou,kharchin_culture,kharchin_culture,tengri,tengri,tribesmen;peasants;clergy
yiyang,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,burghers;nobles;peasants;clergy
yiyang_changsha,xinxiang_culture,xinxiang_culture,sanjiao,sanjiao,peasants;clergy
yiyang_guangxin,jiangshan_culture,jiangshan_culture;gan_culture,sanjiao,sanjiao,peasants;clergy
yiyang_songzhou,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
yiyuan,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
yizhang,yongzhou_culture,yongzhou_culture,sanjiao,sanjiao,peasants;clergy
yizhou_tengzhou,huaihai_culture,huaihai_culture,sanjiao,sanjiao,peasants;clergy
yongan_sha,jianning_culture,jianning_culture,sanjiao,sanjiao,peasants;clergy
yongan_youzhou,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
yongchang_ganzhou,liang_culture,liang_culture;yugur_culture;amdowa_culture;mongolian_culture;mi_niah_culture,tibetan_buddhism,tibetan_buddhism;mahayana;sanjiao,peasants;clergy
yongchang_yongchang,yi_culture,yi_culture;lisu_culture;bai_culture,lisu_religion,lisu_religion;mahayana;bimoism,tribesmen;slaves;clergy
yongcheng,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
yongchuan,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
yongchun,minnan_culture,minnan_culture,manichaeism,manichaeism;sanjiao,peasants;clergy
yongcong,kam_culture,kam_culture;hmong_culture,kam_religion,kam_religion;hmongism,tribesmen;clergy
yongding_shanghang,kejia_culture,kejia_culture;minnan_culture,sanjiao,sanjiao,peasants;clergy
yongfeng,jiangshan_culture,jiangshan_culture,sanjiao,sanjiao,peasants;clergy
yongfeng_jian,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
yongfeng_xiangxiang,laoxiang_culture,laoxiang_culture,sanjiao,sanjiao,peasants;clergy
yongfu,yao_china_culture,yao_china_culture;mongolian_culture;zhuang_culture,yao_religion,yao_religion;moism;tengri,tribesmen;clergy
yongfu_fuzhou,fuzhou_culture,fuzhou_culture,manichaeism,manichaeism;sanjiao,peasants;clergy
yonghe,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
yongjia,ouhai_culture,ouhai_culture,sanjiao,sanjiao,peasants;clergy
yongkang,wuzhou_culture,wuzhou_culture,sanjiao,sanjiao,peasants;clergy
yongming,yao_china_culture,yao_china_culture,yao_religion,yao_religion,tribesmen;clergy
yongnian,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
yongning,yi_culture,yi_culture;mongolian_culture;hmong_culture;shu_culture,hmongism,hmongism;sanjiao;bimoism,tribesmen;slaves;peasants;clergy
yongning_baisheng,yi_culture,yi_culture;nashi_culture;bai_culture,dongba_religion,dongba_religion;bimoism,tribesmen;clergy
yongning_hengzhou,zhuang_culture,zhuang_culture,moism,moism,tribesmen;clergy
yongning_shanzhou,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
yongning_taihe,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
yongping,kam_culture,kam_culture;hmong_culture,kam_religion,kam_religion;hmongism,tribesmen;clergy
yongping_yongchang,tai_nua_culture,tai_nua_culture;bai_culture,mahayana,mahayana;satsana_phi,tribesmen;peasants;clergy
yongqing,yan_culture,yan_culture,sanjiao,sanjiao,peasants;clergy
yongshan,yi_culture,yi_culture;hmong_culture;shu_culture,hmongism,hmongism;sanjiao;bimoism,tribesmen;slaves;clergy
yongshou,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
yongshun,yao_china_culture,yao_china_culture;mongolian_culture;zhuang_culture,yao_religion,yao_religion;moism,tribesmen;clergy
yongshun_yongshun,mongolian_culture,mongolian_culture;tujia_culture;hmong_culture,hmongism,hmongism;tengri;nuo_religion,tribesmen;peasants;clergy
yongxin,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
yongxing,yongzhou_culture,yongzhou_culture;gan_culture,sanjiao,sanjiao,peasants;clergy
yongxing_xingguo,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
yot_ou,tai_lu_culture,tai_lu_culture,satsana_phi,satsana_phi,tribesmen;clergy
youdian,yi_culture,yi_culture;tai_nua_culture;bai_culture;hmong_culture,hmongism,hmongism;bimoism;satsana_phi,tribesmen;clergy
youxi,fuzhou_culture,fuzhou_culture,manichaeism,manichaeism;sanjiao,peasants;clergy
youyang,mongolian_culture,mongolian_culture;tujia_culture;hmong_culture,hmongism,hmongism;tengri;nuo_religion,tribesmen;peasants;clergy
youzhou,hengzhou_culture,hengzhou_culture;gan_culture,sanjiao,sanjiao,peasants;clergy
yuanan,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
yuancheng,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
yuanjiang,xinxiang_culture,xinxiang_culture,sanjiao,sanjiao,peasants;clergy
yuanjiang_yuanjiang,yi_culture,yi_culture;bo_culture;tai_nua_culture;bai_culture,mahayana,mahayana;satsana_phi;bimoism,tribesmen;clergy
yuanling,waxiang_culture,waxiang_culture;tujia_culture,sanjiao,sanjiao;nuo_religion,tribesmen;peasants;clergy
yuanmou,yi_culture,yi_culture,bimoism,bimoism,tribesmen;clergy
yuannan,changde_culture,changde_culture,sanjiao,sanjiao,peasants;clergy
yuanqu,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
yuanshi_zhending,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
yuanyang,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
yucheng,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
yucheng_kaifeng,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
yuci,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
yudu,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
yuechi,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
yueqing,taizhou_wu_culture,taizhou_wu_culture;ouhai_culture,sanjiao,sanjiao,peasants;clergy
yuexi,gan_culture,gan_culture;jianghuai_culture,sanjiao,sanjiao,peasants;clergy
yueyang_anze,qin_culture,qin_culture;jin_culture,sanjiao,sanjiao,peasants;clergy
yugan,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
yuhang,wu_culture,wu_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
yulin,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
yulin_datong,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
yun,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
yuncheng,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
yunchuan,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
yunhe,she_culture,she_culture;chuzhou_culture,sanjiao,sanjiao;wu_religion,tribesmen;peasants;clergy
yunlian,yi_culture,yi_culture;mongolian_culture;hmong_culture;shu_culture,hmongism,hmongism;tibetan_buddhism;bimoism;sanjiao,tribesmen;peasants;clergy
yunlong,lisu_culture,lisu_culture;bai_culture,lisu_religion,lisu_religion;mahayana,tribesmen;peasants;clergy
yunmeng,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
yunnan,yi_culture,yi_culture;bai_culture,mahayana,mahayana;bimoism,tribesmen;peasants;clergy
yunnei,tumed_culture,tumed_culture,tengri,tengri,tribesmen;peasants;clergy
yunxi,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
yunyang,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
yunzhou,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
yusha,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
yushan_guangxin,jiangshan_culture,jiangshan_culture,sanjiao,sanjiao,peasants;clergy
yushe,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
yutai,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
yutian,yan_culture,yan_culture,sanjiao,sanjiao,peasants;clergy
yuyang,yan_culture,yan_culture,sanjiao,sanjiao,peasants;clergy
yuyao,yue_wu_culture,yue_wu_culture,sanjiao,sanjiao,peasants;clergy
yuzhou,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
zanhuang,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
zaoqiang,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
zaoyang,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
zengkou,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
zhanchuan,leizhou_culture,leizhou_culture;wuchuan_culture,sanjiao,sanjiao,peasants;clergy
zhangming,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
zhangping,minnan_culture,minnan_culture,sanjiao,sanjiao,peasants;clergy
zhangpu,minnan_culture,minnan_culture,sanjiao,sanjiao,peasants;clergy
zhangqiu,jilu_culture,jilu_culture;jiaodong_culture,sanjiao,sanjiao,peasants;clergy
zhangsanying,kharchin_culture,kharchin_culture;jurchen_culture,tungusic_shamanism,tungusic_shamanism;tengri,tribesmen;peasants;clergy
